cleaned_comment,label
erica endgame gue inget tidak lu ngomong gitu brav,0
ok mari kita unfoll,0
anjir gakebayang se trauma apa erika sama percintaannya,0
pansosnya sukses wkakaka,1
udh tua sok ganteng pulaaa ceramah soal selingkuh bla bla bla kelakuan sama aja udh slesai main bapak2annya will yuu miri mii,1
yaa lumayan lah hasil kmrn podcst,1
pretttt bgt lo bang,1
pahlawan kesiangan yeu,1
prettt bgt dah,1
auto unfoll,1
jahat banget lu conk ga ngaca sm mulut lo yg banyak omong di banyaknya media,1
kalau si erika hamil lagi berarti sama yang ini dong,1
eh sumpah ya brav aku padahal udah suka dari lo pertama kali muncul di podcast2 kek orang yang bijaksana lemah lembut tanpa ada alasan mencintai tp lo inget yaa ini udah bawa2 baby andrew kasian dia gatau2 apa2 liat mamanya disakitin orang kek elo yang berpura2 jd pahlawan sabar yaa baby andrew carl,1
udahan ya maen bapak bapakannya,1
sorry unfollow,0
cancel jugaaaalhaa yukkk ekwkkeke,1
gw unfollow ya asuuuuu,1
bang lu gw unfol gw nyesel bgt dlu dh dukung lu smaa aja lu sma sebelah eelahhhh,1
sok sokan ngomongin panda padahal sama aja,1
yang awalnya datang kehidupan err buat jadi pahlawan ternyataaa pretttt pada waktunya kirain orang benar ternyataa preettt juga,1
drama cina,0
coooolllll,0
ngangong ngagong ternyata sama ajaaa wkwk,1
tau tai gak pak tua,1
dah gua langsung unfollow,0
najis,1
aki aki bukan sembarang aki aki ya ges,0
aki aki pansos,1
playboy sok tobat kagak bisa njir,1
main tipis di garudagacor langsung wd 20 jt full senyum derr,0
pansos,1
end end game pretttttt,1
anj luu sok oke gak taunya tai juga,1
idihhhh cuihhhhhh,1
aki aki,1
huek cuiih cuih cuihh,1
karma lu wkwkw makanya jangan jahat,1
hokkk cuh,1
minimal ganteng sama tinggi dulu baru nyakitin orang muka pas pasan nyakitin ga kira kira ih di selingkuhin orang jelek sakitnya double sakit hati dan mata anj,1
panda selingkuh its ok dia ganteng lah elu busyett,1
aki aki bangkotan,1
cina jawa di kuncir anting kpop,1
si numpang tenar,1
hueekkkkk cuihh,1
jilat ludah sendiri,1
wkwkwk kaya permen karet lau manis di awal,1
emang gk cocok sm erika erika kecantikan buat kamu,1
ganteng kagak muka kek aki aki,1
kriput,1
ga inget umur,1
jidat lu lebar bego,1
sok an banget kemarin ngebela erica skrg malah sama aja ga ada bedanya,1
ganteng lu begitu,1
auto unfoll so cakep biasa aja padahal banyak gaya selingkuh,1
mending cakep lu begitu muka pas pas an bego,1
banyak tingkah,1
setan pun tepuk jidat lihat kelakuan ni orang,1
real aki aki pansos kaga malu dah,1
udah tua tapi belum berhenti nakal ya emang dasarnya suka main cewe ampe bangkotan juga tetap begitu,1
kita nobatkan menjadi raja pret,1
tua bukannya ingat umur malah betingkah,1
semua akan prett pada waktunya,1
katakan pret katakan pretttttt,1
unfollow lah muak bgt enakan liat aloy ama,1
keren banget,0
sampai kapan bang lu mau jdi cowok yg gak bisa anteng dapet spek mbak er aj di selingkuhin apalagi lintang,1
unfoll ah udah ga menarik wkwk,1
udah nahan buat no comment tapiiiiiiiiiiii ih anjir kesel kaga bersyukur banget ga beda jauh sama si bjiirrrr lah fak kata gue teh,1
gaya doang tulus tapi selingkuh,1
kamu jahat bngt sih jd sedih gw,1
gabisa komitmen ceunah,1
udah kelar ya main pahlawan pahlawan nya emang cari sensasi dan biar nama nya naik doang,1
pansos nya berhasil,1
sorry gue unfol,0
sok ganteng banyak tingkah,1
idihhhh,1
kontrak nya sudah habis jadi cerita nya dibuat selingkuh dan putus,1
maap bgt unfoll,0
minimal ganteng lah udh aki aki bukannya tobat ga beda jauh kelakuan lu kayak si panda wkwk,1
1 4 jt pengikut nyaa apa yg di liat dari ni orang,1
jelek banyak tingkah,1
makanya semua akan prettt pada waktunya,1
et dah ganteng banget dah ko,0
keren om,0
kak vconk anjirr lu kenapa slide 5 tu mukaa enduwww nempel di lu kak btw sehat selalu kak ttp jadi sosok papa yg baik untuk enduuw dan mba err don t listen people say what about your life so proud of you,0
cakep woe,0
keberkahan keberlimpahan dan kemakmuran selalu bersama diri mu masee bravy,0
baby face begini dibilang aki aki,0
ko coba ganti model rambut donk,0
kerennnn,0
aloy mana om,0
mirip puantat,1
ganteng banget sih calon suaminya mba carl,0
hidungnya kek gagal filler bengkak dibawah,1
always humble and inspired people papi nya prince andrew,0
vibes koko hongkong,0
klopun iya aki aki aki aki mana yg cakeup begini gue tanya,0
kakak brav ganteng sekali,0
sok keren lho padahal dah tua,1
ahhh gilak lo jahat sih kecewa,1
alamak najisnyee,1
yang birahi doesennya yang disalahin mahasiswi nya kok lucu,0
namanya juga musang birahi kalau tidak terpenuhi semua jadi kacau ngamuk dia,1
lagi masuk musim kawin dosennya,1
makanya kadang kami malas cerita karena kek gini,0
di india kalau birahi pada salto kalau di sini pada ngambek ya,0
cabut dari tu kampus jangan lupa buat baliho dari isi chat wa nya terus pajang depan kampus apakah ini ide bagus,0
musim hujan jadi mudah birahi,1
karena gabisa dapetin mahasiswa nya emosi dah si dosen,0
mentang mentang megang kuasa berasa jadi raja malah cosplay firaun,1
bulan november emang musim birahi,0
otak siapa yang eror orang lain malah kena,0
gitulah kalau merasa paling berkuasa,1
najisnya dosen kayak gitu otak mesum,1
dosen gaji besar kan yaaa beli lah paralonte kalo birahi selesai malah ngakalin murid nya ancaman pake nilai kimaak memang,1
otak otak pdf emang kelainan bang,0
hey ini di ternate kampus mana ituuu,0
di uin kalau dosen waras malah ga dikasih jam ngajar btw mahasiswa juga banyak yang eror emang kampus aneh itu,1
polisi harus gerak cepat,0
bu ini kampus iain ternate ada kasus dosen seperti ini bu berantas bu yang menyimpang dosen tenaga pendidik masa menyimpang ke mahasiswa,0
ngeri ya sekolah islam malah jadi sarang musang birahi,0
patut dipertanyakan ke dosen nya selain attitude tanda baca penulisan nyaa pun acakkadul,0
dosen nya gatal,1
dipukul ini layaknya,1
dosen sange ngetik sambil ngocok kali,1
kenapa pindah kampus kenapa tidak pihak dosennya di proses,0
di kampus gue ada dosen yang selalu manfaatin mahasiswa nya dan pilih kasih salah satu dosen tiba tiba kena speakup dari angkatan gue lu tau ga imbas laporan satu orang jadi ancaman nilai c satu angkatan nasib dosen cuma di omongin fakultas dan dosen lain lu tau karena apa karena dia punya power,0
lu punya uang berapa kok berani mau proses dosennya,0
ini bukan dosen tapi walid nak dewi boleh,1
hati hati demi nilai tinggi tapi kamu harus diobok obok,0
gak dosen gak guru gak isolop banyak birahinya contoh nya istrinya gue dulu smk juga di modusin begini,1
parah parah,0
ust ah sudahlah,0
ustad itu panggilan saja sama macam guru atau pendeta,0
spill ustad nya mbak kita mau bimbingan skripsi,1
walid nak ela boleh,1
birahi dibalik profesi,1
akar kejahatan adalah nafsu,0
bentar lagi bakal ada komen nyalahin cewek,0
musang birahi,1
padahal dia ustad bukan dosen biasa tapi chatnya dan ajakan nya sangat sangat tidak mencerminkan sebab mana ustad itu,0
gini nih curhat sama orang tua yang gak mau rugi dah bayar mahal disuruh kita diem aja dan jaga diri baik baik pas anaknya bundir baru merengek,1
kayaknya disuruh diem itu hati hati kak maksudnya karena yang dihadepin tuh orang penting istilahnya kalo gak ada bukti nanti malah kita dikira mencemarkan nama baik,0
ealah padahal orang tuanya udah bener suruh pindah kampus masih salah pun,0
lagi birahi doesennya,1
udah tidak kaget kalo di kalangan universitas ya sekelas sma aja banyak wkwkwk intinya tiap lembaga pendidikan pasti ada aja yang kayak ginj,0
ngancengan,1
halah paling drama,0
rahasia umum,0
kalo kedapatan dosen kayak gitu hukum rajam depan kampus,0
jadi keinget waktu jaman kuliah dulu ada dosen yang suka sama temenku mana heboh banget lagi,0
panggilan ustad kelakuan kek bangsat tapi udah ngga heran sih yang modelan begitu emang birahinya tinggi,1
masih nyalahin baju orang kalau nafsu sapi tetangga aja lewat,0
udah dosen pun ternyata otaknya koaony,1
ustad wow,0
bukan di iain ternate bertanya dengan nada lembut,0
hati hati emang sekarang di kampus banyak yang melakukan penyalahgunaan kekuasaan entah rektor ataupun dosen apalagi hati hati untuk mahasiswi mahasiswi karena banyak kasus kek gitu,0
jawab aja apa adanya sih berterus terang apa adanya,0
baru tau dosen dosen sekarang selain mengajar ternyata kurang ajar juga ya terlalu keseringan birahi otaknya agak ngelag,1
efek miskin kali pengen kaya tapi bukan pengusaha jadi ngga bisa biayain ani ani,1
hey dosen idiot siapa ini dosen lokal aja belagu setengah mati gue cocol congor lu pake ijazah mulyono baru tau rasa lu,1
mana dipanggil ustad lagi,0
pasti dosennya jelek coba ganteng,0
lapor ke komisi etik kampusnya kak ini udah masuk dosa besar perguruan tinggi hukumnya gak main main loh nidn dosennya bisa di blacklist sama dikti,0
info akun dosennya pengen silahturahmi,0
spill dosennya lah dipanggil ustad kelakuan kek iblis,1
ini beneran foto mama papa nya kok pas foto,0
cabul banget najis,1
spill kampus nya dong,0
aku pernah nanggapin ku selidiki eh ternyata dosen itu sudah ber istri rupanya hampir saja aku jadi orang ke 3,0
do aja kak,0
walid modus bimbingan ini mah,1
keren juga foto mama papa nya latar merah kek mau daftar kerja,0
jangan bilang dosennya masih umur 30 tahun kebawah,0
dosen babi pengen liat gue mukanya,1
datang ke mukanya bawa linggis cokotin ke muka tuh si musang,1
dah kalo saya jadi orang tuanya ku jemput jam 3 pagi itu guru macam gitu siapa yang tega anaknya diperlukan begitu,0
musang bigahiy,1
dosen nya birahi banget nder,1
ustad cabul anjing,1
sebenarnya banyak oknum dosen kayak gini cuma ytta,0
ngeri ihh untung ngga nemu dosen begini di kampus ku,0
walid versi perdosenab,1
jadi cantik juga serem ya kadang cowok tuh ada aja obsesi banget sama kecantikan si cewek sampe kayak psikopat kalo ngejar ngejar,0
gue pernah ngalamin itu satu tahun lalu dan berhenti masuk matkul sampe di do dan sampean sekarang belum berani bilang sama siapapun,0
horror banget,0
sholat paling depan titid juga langsung ke depan,1
up aja biar jera itu si dosen,0
emang paling enak kuliah di universitas swasta non agamis,0
sakit banget dosen nya,1
najis nyooo dosen cabulll,1
dosen gini tuh banyak banget,1
ustad sangee,1
kelak anak mereka akan dijadikan seperti ini,1
anjing anjing neraka yang menyamar menjadi ustad,1
mbaknya ini orang jawa kuliah diluar jawa gitu,0
lapor rektor,0
info kampus dan akun ig dosen sange nya dong,0
nanti di ewe lalu kalau bisa mereka menggilir itu banyak terjadi di sekolah kampus dan pompwsy,0
idihhh musang birahi,1
itu dosen apa predator mengerikan,0
ga ngerti lagi ya allah,0
sunyi senyap sah,0
sejak kapan perlu pendapat rakyat emang ini republik demokrasi demokrasi hanya cover instansi koruptor,1
demokrasi hanya dibutuhkan hanya ketika pemilu setelah itu kembali ke mode pabrik aka komunis,1
pemerintah sekarang tidak bisa dikritik karena didemo pun faktanya tetap sesuai kehendak pemerintah seakan akan demo itu tidak hanya angin lalu dan buang buang energi,0
innalilahi wa innailaihi rojiun rip hukum di indonesia,0
capek bgt ya allah mau ga peduli tp gabisa,0
lelah tak ada imbas apapun semua pendapat pergi ke laut,0
welcome to orba versi baru guys,0
sudah resmi menamatkan reformasi sudah waktunya babak baru rasa lama,1
izin berpendapat ruu kuhap ini salah satunya di bentuk tujuannya untuk menyelaraskan dengan ruu perampasan aset secara prosedural kenapa karena basis dari ruu perampasan aset ini non conviction based forfeiture dimana tindakan perampasan asset forfeiture harapannya bisa dilakukan tanpa menunggu pembuktian atau hasil putusan sidang ini sebenernya bagus karena banyak dari kasus tindak pidana memanfaatkan waktu prosesi sidang yang berberlit dan lama untuk menyembunyikan asetnya sebelum putusan akhir nah secara esensial ruu perampasan aset itu hadir untuk itu,0
citizen bisa jdi tersangka sewenang wenang tanpa terbukti jadi tersangka saksi bsa jadi tersangka yang tidak terlibat pun bisa jadi tersangka maybe we are citizen but we aint stupid,0
belajar dari yg sudah sudah lu ngajak temen lu demo atas kebijakan pemerintah bisa langsung ditahan tanpa ada kejelasan meskipun dari segi hukum tidak ada yg dilanggar,0
kalau penyidiknya kompeten berarti seharusnya gaada masalah kan jadi ini semua bukan masalah besar kecil wewenangnya tapi kompeten atau tidak aparatnya,1
ketuanya ae gini ga bakal di degert lengserin ganti ketua dpr yg tegas,1
punya kompetensi tapi mereka nggak tegak lurus kepada konstitusi mereka udah jadi alat kekuasaan ini lho masalahnya dikasih fleksibilitas cuma bikin sakit hati,0
perwakilan rakyat tapi gak mewakili apapun yang rakyat serukan sama sekali,1
ganti nama jadi dewan perwakilan parpol,1
rakyat ri ga sekuat nepal mimin punya axolotl naga air lucu kak gemas imut mirip pokemon,0
depe er sudah mewakili keinginan rakyatnya contoh rakyat pengen makan enak sudah diwakili rakyat pengen kendaraan mewah sdh diwakili mereka dan sterusnya,1
apa gunanya dpr kok tega banget,0
beneran berasa tinggal di negara yang dikutuk,1
ini sebenarnya dari tahun 1966 udah belok dari timeline yang seharusnya,0
demo kemaren bener ga ada artinya,0
selagi gedung hijau itu belum di neffalkan kita akan terus dijadiin mainan mereka bahkan janji reformasi polri dan tuntutan 17 sampe sekarang tidak ada perkembanganya rakyatnya pemaaf dan pelupa pejabatnya tidak ada urat malu kombinasi yg sempurna hukum mudah diatur,0
kalau mau demo jangan tangan kosong ya belajar dari korban demo agustus kemarin minimal bawa 5 tronton 3 doser satu 5 ekskavator upgrade gaes biar tidak ada korban,0
karena mereka sudah merasa dilindungi oleh parcok dan parjo,1
di nepal bisa kejadian soalnya parcok nya netral disini mah boro boro,1
gaakan ada artinya toh yang kemarin di nonaktifkan udah bisa ngejabat lagi kan dibilang warga kita itu coward masih cuek sama ginian mereka mana takut,0
kalau dilanjutkan bakal jadi perang saudara seperto myanmar,0
emang minta untuk di nepalkan dpr itu apalagi si puan,1
padahal sampe ada korban ternyata dpr emng bukan wakil rakyat,0
selagi tidak punya power tidak bakal bisa ngapa ngapain,0
indikator nya semua ada di jogja bang kalau di jogja masih adem ayem tidak bakalan pengaruh bagi mereka,0
kok bisa orang orang kayak puan maharani kapolri dan antek antek mereka masih menjabat setelah demo besar besaran yang sampai menewaskan banyak nyawa enggak berdosa apakah pejabat pejabat kita emang semuka tembok gitu,0
saya sampai sekarang tetep berkhuznudzon mereka adalah orang2 baik selebihnya saya pasrahkan kepada alllah swt,0
serusak apapun yg ngejalanin negara ini kita cmn bs berdoa semoga indonesia bs jd lbih baik,0
oh tidak ada urusan ya kasian juga ya pemimpin kita tidak dianggap,0
gemoy gemoy mematikan,1
ngapa yang di salahin presiden dah kan beda tugas antara legislatif dan eksekutif,0
senang mengenal kalian guys,0
info angkat kaki dari indonesia,0
jangan lupa asah skill berkelakuan baik dan punya keluarga bang biasa nya itu counter jerat hukum pidana,0
apa yg kalian harapkan dari pemimpin yg melanggar ham,1
menuju indonesia gelap bersama rezim omon omon,1
setelah rakyat dibunuh dipenjara saat demo lalu kini rkuhap sah lewat perumusan super kebut iya rakyat kalah lagi otoritarianisme makin nyata semua akan dibungkam,1
kita bisa di tangkap kapan saja di sadap dengan isilop kapan saja di 86 khan dimana saja sehat2 penduduk indonesia solusinya cuman satu pintar,0
katanya iq rata2 warga sini turun dikit lagi setara gorilla jadi masih jauh dari pintar lebih dekat ke gorilla,1
isinya apa sih kalo boleh tau,0
selamat natal dan orde baru ya 58 seneng nih pasti,1
pantes ujan seharian,0
menjelang 80 hari kematian affan dilindas barrakuda hukumnya tajam ke bawah tumpul ke atas penegak hukumnya melindungi teman melayani atasan belum lagi 142 nyawa melayang di kanjuruhan kelanjutan kasus robohnya pesantren misteri kematian reno farhan dan lain lain indonesia gulita,0
affan itu cuma ojol dan korban dalam jumlah angka bagi kaum elit bang,0
oh good sampai jumpa di akhirat,0
tidak usah ngeluh rebut nih gedung dpr duduki oleh rakyat,1
hukum tajam ke bawah tumpul ke atas seperti patok pramuka,0
separah itu pejabat negeri konoha udah di demo sampai berjatuhan nyawa enggak berdosa malah enggak ada yang berubah sama sekali nyesek banget,0
tunggu di akherat aja pasti masuk neraka vip,1
dewan perwakilan rezim,1
bunuh aja anggota dpr saat tidur rakyat semoga geruduk anggota dpr kalau bisa bakar rumahnya ampe anggota dpr tiwas,1
ketika suara rakyat dan mahasiswa tak lagi di dengar semuanya hanya bergantung pada ketokan palu ruu tetap di sah kan meski banyak yang menolak,0
mereka itu kayaknya telinganya pakai fitur noise cancelling khusus untuk suara rakyat padahal rakyat sudah teriak soal perampasan aset sampai mirip toa mushalla yang dipakai 15 tahun suaranya sember tapi maksudnya jelas lah kalian santai saja sibuk sahkan hal hal yang bahkan rakyat aja tidak tahu kegunaannya apa,0
berarti 17 8 itu cuma angin lalu ya,0
emang rasanyaa korup tuh mantep banget ya sampe segala aturan yang mencegah kita buat berontak dikerahkan secepat mungkin takut soalnya org indo udah pada pinter wkwkw,0
lengah dikit tamat,0
ini sengaja langsung di sahkan karena jokowi udah terpojok terkait ijazah palsunya menurut syaa ini pengalihan isu,1
terimakasih yang sudah milih prabowo,0
banyak yang maki maki dpr tapi pas pemilu milih partai itu lagi,0
giliran uu perampasan aset lama amat kajiannya,0
dpr yang bukan dpr gada merasa diwakilkan,0
demo jilid 2 seperti nepal kah yg mereka mau,0
ya tuhan kirimkan kiamat di indonesia,0
dasar aturan yang bikin polri makin bebas ngegas gak heran kalau makin banyak preman berkedok kepolisian,1
waduhh revisi kuhap sementara uu perempasan aset belum di sahkan,0
emang harus dinepalkan mereka udah benar benar merasa lebih tinggi dari yang mereka wakilkan,0
kini dhani merasakan apa yang dirasakan maya dulu terimakasih ari lasso knp gak dri dulu samawa ya mas ari,1
ingat ramalan hard gumay,0
semoga bener aamiin,1
semakin dihujat isu miring perceraian cinta mereka makin kuat dan semakin kokoh,0
hubungan hasil dari menyakiti perasaan orang lain tidak akan berkah,0
mulan wanita yg baik aku yakin,0
maaf ya cuma mau bilang alhamdulilah,0
jangan dulu mulan dul sama el belum nikah nanti netizen hujat siapa kalau lu sama dhani cerai sebelum mreka nikah,1
berdua itu tidak mikir bikin kisruh terus klo benar berarti tabur tuai itu nyata,0
yg di tabur bibit sayur yg dituai padi mas dani dan mulan masih anggota dewan ngak sempat dia menuai ha ha kocak,0
banyak yg mendo akan mereka cerai kdg mlh tmbh langgeng,0
haha karma tidak pernah salah,1
karma mu sedang beejalan ahmad dani,1
kalau pasangan terus menerus selingkuh asli saya sih yakin tidak bakal ada kata off itu pasti akan terulang lagi karena itu merupakan penyakit hati,1
binatang itu fitnah paling keji,0
pak de kan ganteng diem diem udah ada simpenan nya gaesss,1
doaku semakin saling sayang ya mas dani dan mbak mulan mereka yang benci iri sirik sama kalian berdua tambah stres dan panas tuhan menjaga dani dan mulan serta keluarga amin,0
teman makan teman,1
wkwk ini voice over nya keren banget kata2nya,0
orang bener jodoh nya ya bener orang gak bener ya jodohnya tidak akan bener rempong,1
emang gue pikirin,0
semoga kakak maya lebih bahagia,0
ngeri kalo ibu ibu salam interaksi nonton ini,0
apa yg kau taman itulah yg kau tuai aminn,1
habis ini siapa yang akan di rusak oleh mulan ya,1
tidak nyangka sama tinandrose gue kira bakalan sama cewek luar negeri,0
hehhhh tinandrosee tolongggg,0
whatttttt tinandrose siapa sangka pasti fiki seneng banget,0
gimana dengan tugba,0
lagi dugem,1
penyebab fiki nangis dia ingat tugba,1
tolol,1
pogba lagi dugem,1
fiki naki adalah laki laki yang sungguh sungguh menjaga dirinya dari pergaulan yang buruk akhirnya dia benar benar berhasil itu keren dan sangat sulit untuk seorang laki laki dengan pekerjaan seperti fiki memang terbaik fiki naki samawa fiki naki,0
asal jangan preet pada masanya ya mudah mudahan bisa istiqomah dalam kebaikan dan menjaga diri selamanya aamiin,0
kaget tiba2 fiki naki nikah,0
kasihan sih sama mbak tugba,0
knp pada nanyain tugba sih apakah nanyain mantan di nikahan itu menjadi salah 1 syarat nikah kan enggak ini acara fiki ama bininya serta keluarga,0
kasihan tugba,0
yang di rusakin siapa yang di nikahin siapa,1
sedih sih gak sama tugba udah ngikutin banget dari awal,0
selalu mikir kok bisa nangiss yaa padahal dia friendlyyy bgttt dont judgee pliss cuma heran aja,0
kenapa ya suami saya gak nangis pas nikah malah cecengesan gak jelas pas liat saya,0
reza arab jg dlu nangis lebih sesegukan lagi,1
akan preeetttttttt pada waktunya tapi doain deng semoga pasangan ini langgeng aaminn,0
finally dari zaman dayana,0
alhamdulillah akhir nya fiki naki nikah semoga samawa,0
yang lain kaget bang fiki nikah sama kak tinoo aku lebihh kagett kak tino nikah sama bang fiki aku selalu mempertanyakan siapa cowo beruntung yang bisa dapat kak tinaa yang pinter baik slalu menjaga diri ini dan belakangan liat kak tino ada bahas tentang percintaan ternyata mau nikahhh selamat kak tinoooo dan bang fikiiii semakin bahagia ya kliann,0
tugba diundang gaa kayanya baru ke indo,0
ga ngerti kenapa pada kaget,0
apa sih yang komen bahas tugba mulu ini tu momen orang plislah lagian kak fiki udah lama ga sama tu cewek bahkan tu cewek dah punya cowok baru pada kaget karna ga sama dia lagi ya namanya ga jodoh mau gimana dan sekarang fiki sama kak tinandrose mereka tu ga tiba tiba nikah tapi udah lumayan lama tunangan lamaran ada kok fiki sebelumnya pamer cincin dilive sama cewek luar gitu trus ngasih tau kalo dia udah punya calon dan mau nikah jadi plis gausah bahas orang lain lagi dimomen mereka berdua ini happy wedding buat kak fiki kak tinandrose,0
gw trauma ama yg lugu2 alim gara2 s jule,1
kagett jodohnya fiki naki,0
kenapa ya cwo kalo habis akad suka nangis suamiku jg begitu tp aku nya malah cengengesan,0
pinter semua bahasa eh jodohnya g jauh2 indo jg,1
hafal semua bhasa tapi dapet nya warga lokal juga,0
setelah menjelajahi beberapa negara akhirnya kembali ke produk lokal,1
lah jadi mirip onyo sarwendah,1
banyak yang cowok nangis saat menikah tapi preeet pada waktunya,1
kenapa pada bahas tugba terus ya padahal mau dulu pacaran pun jodoh gak ada yang tau,0
lc ketutup sama orang tua nya yang dpr itu,1
dia punya hati ga si,1
gampangan bgt,1
gosip adalah fakta yang tertunda,0
ga pernah semuak ini sama cewe,1
kok bisa masih punya temen sih herann ga pada geregetan,1
kocak si kalau masih ada yg bela dia,1
girl support girl tapi yg ini gk dulu,1
gabisa kali ya kalo gapunya cowo,1
mau komen takut di laporin polisi,0
semangat zize,0
kenapa polisi di indonesia seperti ini ya,1
viralkan adili,0
kayak gini polisi masih gk di hukum,0
kalau bukan karena aksi turun ke jalan gimana bisa tau kalau uang pajak dipakai ugal ugalan,0
sang pemberani,0
saya prihatin sebagai rakyat indonesia,0
rasain,1
kenapa ga satu lawan satu kasihan yg ngeroyok,0
rusak lagi fasilitas negara asyik tender lagi kasih pemborong yg lagi sepi job,0
keadilan sosial bagi seluruh rakyat indonesia,0
gak ada yang benar dan salah semuanya sedang dalam emosi,0
mengayomi kaya gini,0
tinggal nunggu berita banjir etanol di rumah beliau,1
dah tau kan makna dari kata kata beliau,0
adek adek inilah alasan kenapa indonesia gini gini aja,1
berarti bener dong kalo lo jahat,1
selama ini hanya menduga duga malah dia blak blakan,0
mungkin maksud paling sebenarnya dari beliau ini adalah tentang kemunafikan tapi di satu sisi ini tak pantas dan tak etis beliau paparkan dan sampaikan kepada umum secara beliau menjabat sebagai seorang menteri kepemerintahan tolong lain kali bahasanya bisa dibungkus dengan lebih bermoral bermartabat mengedukasi dan semacamnya yang sekiranya sudah seharusnya keluar dari seseorang yang setidaknya sudah selesai menjalani pendidikan tinggi,0
hapus admin bikin aku bahlilphobia,1
sakit,0
secara tidak langsung mengakui kalau dirinya jahat dan ga becus kerja,1
udah ga ganteng rakus,1
semuak ini liat mukanya,1
orgil,1
wah pantes dikritik dan dihina se hina apapun ga kena di dia otaknya ga nyampe mikir jauh hatinya rusak dan dia gapunya rasa kemanusiaan,1
dihina tidak tumbang dipuji tidak pantas,1
kosong yg konsisten,1
maaf dari gesturnya kayak bingung ya,0
selalu rapihin rambut setiap ketemu warga dan selalu terlihat gugup sangat keliatan belum siap jadi pemimpin,1
singkat padat dan kosong,1
maaf menurutku kalo mau protes ya ke bupati dan gubernurnya kan setiap daerah ada pemimpinnya jadi itulah gunanya mereka kalo ri pusat mana tau jalan jalan yg rusak kalo pemimpin daerahnya diem kan stiap daerah ada anggarannya jadi tanya dong sama mereka jgn bisanya nyalahin presiden begini salah bgitu salah trus yg bener siapa,0
enak emang jadi lurah camat bupati walikota bahkan gubernur jalan rusak yg salah presiden sama wapres,0
lah bupati gubernurnya ngapain aja itu,0
bingung kan jawab nya,0
pemecah belah bangsa,1
kalah memang menyakitkan,0
serius tanya orang ini siapa ya,0
jangan ingin terlihat pintar ataupun bijak kalau dengan cara menjatuhkan orang lain,0
siapa yg lepasin dari kandang woy,1
pemikiran yang kelihatan benar tapi menyesatkan jalan tol hanya dinikmati orang2 yang punya mobil yang tidak tidak bisa menikamati suramadu hanya untuk orang surabaya dan madura kai hanya orang jawa semua proyek nasional di kerjakan step by step wah hati2 dengan sengkuni,0
masuk akal juga,0
pemikiran macam apa ini,0
pemikiran yang kelihatan benar tapi menyesatkan jalan tol hanya dinikmati orang2 yang punya mobil yang tidak tidak bisa menikamati suramadu hanya untuk orang surabaya dan madura kai hanya orang jawa semua proyek nasional di kerjakan step by step wah hati2 dengan sengkuni,0
ngaca pak ngaca ampun kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus tapi daerah lain tertinggal ga mikir kesitu juga kah,1
the real pemecah belah bangsa,1
selama bapak jabat apa yg udh dibuat monas sampe skrg belum selesai sprtinya,0
diem pak diem,1
ngga pak saya merasa tidak ikut membayar,0
berisikkkkkk,1
mending diam gatau malu,1
anda ini berbahaya sekali,1
itu mungkin dianggap prestasi,0
sebobrok inikah sungguh sangat miris,0
owh pantas mereka berlomba lomba melakukan kejahatan ternyata bisa naik pangkat,1
gantiin tugas iblis semua,1
oh sangat berprestasi,0
setan aja hormat sama kelakuan kaya gini mah,1
makin biadap makin berprestasi,1
anak istri dan keluarga besarnya pasti bangga,1
titik terendah seorang sipil adalah menjadi polisi,1
negeri ini tidak kekurangan org pintar tapi kurang org jujur,0
taukan knp undang undang perampasan aset sampai hari ini ngga di sahkan,0
wah makin seru,0
keren bongkar sampai tuntas,0
ini beneran kacau banget sistem dan pejabat negeri ini,0
jangan percaya berita dari sumber si sakit hati mereka inginkan kekacauan makanya bikin berita yg belum valid lagi,1
sita semuanya,0
rusak,0
ngga ada masalah kok jelas mudah difahami dan berhati hati,0
bagus,0
mending ngomong inggris ya ternyata wkwk,1
curi perhatian siapa,0
masih sepenggal2 gitu bacanya kaku,0
good sih menurutku kalian aj suka merendahkn org diem,1
bagus sih,0
bagus kok,0
tidak tahu malu,1
harus diakui bahasa inggrisnya bagus,0
tidak terbayang kalo dia beneran lanjut sama sapri junho eunho jena yang sekorea itu harus liat kuda lumping terus,1
sekarang jule itu status istri safri takutnya jule dengan alasan mau ketemuan dengan anaknya tanoa seizin safri lalu safri menuduh jule selingkuh dengan mantan suaminya saran saya jule kalau mau ketemuan bareng dengan safri atau terang terangan,0
gua lagi nangis aja reflek ngakak jirrr,0
kak sangking lucu nya aku gak bisa ngakak malah ngikngikkk,0
stop mention kuda lumping masih tidak nyangka pikiran orang bisa pada sampe ke kuda lumping,0
dia sudah berani keluar lagi karna posisi dia sudah di gantiin sama inara,1
tidak bela inara tapi inara langsung klarifikasi dan tidak ada bukti apapun cuma asumsi bininya aja beda dengan jule yang sudah terbukti vidio sudah kesebar kemana mana,0
sekarang yg dikerudungin mulutnya bukan rambutnya,1
dia hanya seorang ibu terlepas dari apa yang sedang terjadi dia tetap ibu dari trio na dan anak anak juga butuhkan kasih sayang ibu,0
kalo dia emg benar seorang ibu gabakalan selingkuh dan gores luka dihati anaknyaa,1
biar in ya ges tidak membenarkan prilakunya jule tapi 3 anak nya butuh kasih sayang ibu nya,0
