comment,sentiment,comment_length,cleaned_comment,label
pngn muntah keinget podcastnya di deny cagur,-1,44,pngn muntah keinget podcastnya di deny cagur,1
"cakepan bridesmaid nya, maaf aku mewakilin kalian semua ",-1,56,cakepan bridesmaid nya maaf aku mewakilin kalian semua,1
Mana nih yg sempet bandingin lamaran nya erbra sama elsyifðŸ˜‚,1,62,mana nih yg sempet bandingin lamaran nya erbra sama elsyif,0
"""Hapus ajh ni poto ngk tau malu bgt lu bang""",1,44,hapus ajh ni poto ngk tau malu bgt lu bang,0
"Depe'er sudah mewakili keinginan rakyatnya. Contoh rakyat pengen makan enak, sudah diwakili. Rakyat pengen kendaraan mewah, sdh diwakili mereka, dan sterusnyaðŸ˜‚",-1,162,depe er sudah mewakili keinginan rakyatnya contoh rakyat pengen makan enak sudah diwakili rakyat pengen kendaraan mewah sdh diwakili mereka dan sterusnya,1
"pak harto ragamu tidak terlihat lagi, tapi pak Harto tetap di hati kami, Bapak pembangunan bapak yang cinta ulama, Bapak yang banyak bangun masjid seluruh nusantara Bapak harto yang merakyat negri aman sembako murah, rindu kala itu. alfatihah buat pk soeharto. ðŸ¤²ðŸ¤²ðŸ¤²",1,273,pak harto ragamu tidak terlihat lagi tapi pak harto tetap di hati kami bapak pembangunan bapak yang cinta ulama bapak yang banyak bangun masjid seluruh nusantara bapak harto yang merakyat negri aman sembako murah rindu kala itu alfatihah buat pk soeharto,0
"Semangat Pak, Netizen dan para FOMO yg bersuara sumbang gak mewakili masyarakat yg mengapresiasi kinerja Bapak! Gak tahu mungkin suruhan orang internal PSSI yg ngebet gantikan BAPAK! tetap tegar dan kita Songsong hari2 baik olahraga dan sepakbola nasional ke depan!",1,265,semangat pak netizen dan para fomo yg bersuara sumbang gak mewakili masyarakat yg mengapresiasi kinerja bapak gak tahu mungkin suruhan orang internal pssi yg ngebet gantikan bapak tetap tegar dan kita songsong hari2 baik olahraga dan sepakbola nasional ke depan,0
"""dia ini siapa sih??? Artis bukan, jelek mah iya mukanya iyuhhh""",-1,64,dia ini siapa sih artis bukan jelek mah iya mukanya iyuhhh,1
"""youtuber toxic, tutup akunmu sekalian tutup usia""",-1,50,youtuber toxic tutup akunmu sekalian tutup usia,1
Aura peramalâ€™nya kuat bangetðŸ˜­,-1,34,aura peramal nya kuat banget,1
"""Dua2 nya cantik banget masya Allah""",1,36,dua2 nya cantik banget masya allah,0
terimakasih yang sudah milih PrabowoðŸ”¥,1,40,terimakasih yang sudah milih prabowo,0
lah ini udah jelek t0lol lagi,-1,29,lah ini udah jelek t0lol lagi,1
jule ga kasian sm suami ya,1,26,jule ga kasian sm suami ya,0
"""Bikin konten Youtube daily activity di Stanford dong kak @maudyayunda""",1,71,bikin konten youtube daily activity di stanford dong kak,0
gua liat ada sosok hitam pekat dibelakang ariel tatumðŸ˜­,-1,57,gua liat ada sosok hitam pekat dibelakang ariel tatum,1
kocak si kalau masih ada yg bela dia,-1,36,kocak si kalau masih ada yg bela dia,1
"""Bego lu. Alam semesta dan seisinya pun serentak murka mendengarkan lagumu""",-1,75,bego lu alam semesta dan seisinya pun serentak murka mendengarkan lagumu,1
bravy lu se ganteng apa dah busett,-1,34,bravy lu se ganteng apa dah busett,1
"""Anjing gk pantes sama bidadari.""",-1,33,anjing gk pantes sama bidadari,1
"""makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa""",1,109,makaseh jugaa kakaaa inyeeuuuu semoga aku bisa pantang menyerah seperti kakak dan teman musisi lainnya yaaa,0
"""Itu muka kayak penuh tekanan banget""",-1,37,itu muka kayak penuh tekanan banget,1
"semangat Ko Bravy, aku tau maksud dari DRAMA ini, keren Ko Brav",1,63,semangat ko bravy aku tau maksud dari drama ini keren ko brav,0
MUKA SEIRENGGG itu jadi pemeran ahn hyo seop,-1,44,muka seirenggg itu jadi pemeran ahn hyo seop,1
"""Cantik, pintar bertalenta, ortu mana yg gak kepengen punya anak kyk mba maudy""",1,79,cantik pintar bertalenta ortu mana yg gak kepengen punya anak kyk mba maudy,0
MALU ANJIR MALUUU banget kalau gue jadi erikaaaðŸ˜­,-1,51,malu anjir maluuu banget kalau gue jadi erikaaa,1
kan lu yang salah ngasib aturan etanol 10% njir.. ini motor gw habis servis gegera brebet abis 145 njir,-1,103,kan lu yang salah ngasib aturan etanol 10 njir ini motor gw habis servis gegera brebet abis 145 njir,1
laporkan dan penjarakanðŸ‘ðŸ‘ðŸ‘ðŸ‘,-1,39,laporkan dan penjarakan,1
"Mereka itu kayaknya telinganya pakai fitur noise cancelling khusus untuk suara rakyat. Padahal, rakyat sudah teriak soal perampasan aset sampai mirip toa mushalla yang dipakai 15 tahun: suaranya sember, tapi maksudnya jelas. Lah kalian? Santai saja, sibuk sahkan hal-hal yang bahkan rakyat aja tidak tahu kegunaannya apa.",1,321,mereka itu kayaknya telinganya pakai fitur noise cancelling khusus untuk suara rakyat padahal rakyat sudah teriak soal perampasan aset sampai mirip toa mushalla yang dipakai 15 tahun suaranya sember tapi maksudnya jelas lah kalian santai saja sibuk sahkan hal hal yang bahkan rakyat aja tidak tahu kegunaannya apa,0
"""Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan""",1,120,fotonya lainnya jangan yang ini kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh aku mah kasihan,0
"""Cuma di postingan ini ya bund netizen sedikit yang menghujat""",1,62,cuma di postingan ini ya bund netizen sedikit yang menghujat,0
"""Kakak udah cantik sii, tapi cantikan lagi kalo pake hijab""",1,59,kakak udah cantik sii tapi cantikan lagi kalo pake hijab,0
banyak yg mendo'akan mereka cerai..kdg mlh tmbh langgeng,1,56,banyak yg mendo akan mereka cerai kdg mlh tmbh langgeng,0
"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""",-1,52,oi babi gue bunuh lu kalau sampai kelihatan sumpah,1
MUKA GA SEBERAPA NYAKITIN NYA GA KIRA KIRA NURUL NURUL,-1,54,muka ga seberapa nyakitin nya ga kira kira nurul nurul,1
Aki aki bangkotan,-1,17,aki aki bangkotan,1
"""ga bakal diundang jg"" tapi kan kalian ttp butuh penonton woy lahðŸ˜­ðŸ˜­ðŸ˜­",-1,77,ga bakal diundang jg tapi kan kalian ttp butuh penonton woy lah,1
 kalau dilanjutkan bakal jadi perang saudara seperto myanmar,1,60,kalau dilanjutkan bakal jadi perang saudara seperto myanmar,0
tunggu klarifikasi dlu deh tapi klau bener sakit sihðŸ¥º,1,56,tunggu klarifikasi dlu deh tapi klau bener sakit sih,0
ketuanya ae gini ga bakal di degert lengserin ganti ketua DPR yg tegas,-1,70,ketuanya ae gini ga bakal di degert lengserin ganti ketua dpr yg tegas,1
tuntut ciptaning dan pdip,-1,25,tuntut ciptaning dan pdip,1
"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""",1,74,njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2,0
"""Sumpah demi allah bagus bangett kereennn merinding ak nya.. dengerin sampe abis tiba2 aja ampe netesin air mata""",1,113,sumpah demi allah bagus bangett kereennn merinding ak nya dengerin sampe abis tiba2 aja ampe netesin air mata,0
"""Ragu aja cantiknya udh kek gini, gmn kl yakin yak, cantiknya kek apa, heran""",1,77,ragu aja cantiknya udh kek gini gmn kl yakin yak cantiknya kek apa heran,0
keturunan PKI,-1,13,keturunan pki,1
"""Gua berharap lu aja si yg sakit bukan laura lol""",-1,49,gua berharap lu aja si yg sakit bukan laura lol,1
"""Dilihat sekilas pun tampak jelas kalau cantikkan syifa""",1,56,dilihat sekilas pun tampak jelas kalau cantikkan syifa,0
dasar termul,1,12,dasar termul,0
Sakit jiwa,-1,10,sakit jiwa,1
bising banget magrib,-1,20,bising banget magrib,1
"""Hiiihhh jiik lihat nih orang? auranya buruk bgt gak ada manis manisnya""",-1,72,hiiihhh jiik lihat nih orang auranya buruk bgt gak ada manis manisnya,1
"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""",-1,42,bantu bedainn woyy mana anjing mana babi,1
"keknya dulu nama aslinya bahlul, cuma waktu penulisan di akta kelahiran si petugasnya typo jadinya ditulis bahlil, nah karna udah males ngurus pembetulan jadinya dibiarin aja deh namanya jadi bahlil",-1,198,keknya dulu nama aslinya bahlul cuma waktu penulisan di akta kelahiran si petugasnya typo jadinya ditulis bahlil nah karna udah males ngurus pembetulan jadinya dibiarin aja deh namanya jadi bahlil,1
secepat ini pretnya bjir,-1,24,secepat ini pretnya bjir,1
di media sosial di stasiun TV kapan ribut-ribut pasti relawan jokowi,-1,68,di media sosial di stasiun tv kapan ribut ribut pasti relawan jokowi,1
"""Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik""",-1,90,si meldi jelek aja banyak gaya beda banget sm tante n sepupunya yang udah jelas2 cantik,1
"""Ninggalin berlian demi tai babi dih""",-1,37,ninggalin berlian demi tai babi dih,1
"""Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!""",-1,56,lu bener ga kalo sempet nyakitin lora gue santet,1
Berarti 17+8 itu cuma angin lalu yaðŸ˜¢,1,39,berarti 17 8 itu cuma angin lalu ya,0
Gua kalo mau temenan keknya mikir2 dah wkwkwk tkt bgt ngembat suami,-1,67,gua kalo mau temenan keknya mikir2 dah wkwkwk tkt bgt ngembat suami,1
"pak Soeharto lah yang menghidupi rakyat dengan ilmu pengetahuan,,,âœ…ðŸ‘",1,73,pak soeharto lah yang menghidupi rakyat dengan ilmu pengetahuan,0
Kmrn siapa hayo yg bilang bravi tulus hayo dia blm ketauan aja guys,-1,67,kmrn siapa hayo yg bilang bravi tulus hayo dia blm ketauan aja guys,1
"""Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin""",-1,76,biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin,1
"""Mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk""",1,82,mirip ama aktor korea yg main di film reply 1988 yg jadi kaka nya jung hwan wkwk,0
 selagi tidak punya power tidak bakal bisa ngapa-ngapainðŸ˜‚,1,60,selagi tidak punya power tidak bakal bisa ngapa ngapain,0
Perubahanmu menghancurkan mimpi itu,-1,35,perubahanmu menghancurkan mimpi itu,1
"melihat komen"" aku jadi ingat kata Namjoon BTS "" kita tidak jelek,kita hanya terlahir di masyarakat yg pintar menghakimi""
love your self cintaðŸ’œðŸ’Ÿ",1,150,melihat komen aku jadi ingat kata namjoon bts kita tidak jelek kita hanya terlahir di masyarakat yg pintar menghakimi love your self cinta,0
Bener kata aloy kalo bravy gabakal nikahðŸ˜‚,-1,44,bener kata aloy kalo bravy gabakal nikah,1
ariel tatum : harus nyapu gmna lg gueðŸ˜©,1,41,ariel tatum harus nyapu gmna lg gue,0
"""Udah ada berlian malah milih batu nisan""",-1,41,udah ada berlian malah milih batu nisan,1
"gw jg manurung, asli malu & marah bget atas sikap bocah tengil bgini",1,68,gw jg manurung asli malu marah bget atas sikap bocah tengil bgini,0
Gemes banget sama hidungnya ðŸ˜Œ,-1,32,gemes banget sama hidungnya,1
jefri nikol yg senga aja msh good attitude ðŸ¤£,1,47,jefri nikol yg senga aja msh good attitude,0
artinya Projo itu artinya Projo ðŸ˜‚,1,36,artinya projo itu artinya projo,0
kulitnya bagus bgt deh,1,22,kulitnya bagus bgt deh,0
relawan hanya cari isi perut ke penguasa,1,40,relawan hanya cari isi perut ke penguasa,0
polisi harus gerak cepat ,1,25,polisi harus gerak cepat,0
"""Suka heran sama warga +62 sukanya ngehujat orang mulu, dapat pahala kagak dosa mah iya""",1,88,suka heran sama warga 62 sukanya ngehujat orang mulu dapat pahala kagak dosa mah iya,0
lelah.. tak ada imbas apapun.. semua pendapat pergi ke laut,1,59,lelah tak ada imbas apapun semua pendapat pergi ke laut,0
di lupa rekam jejaknya ðŸ¤£â˜ºï¸ðŸ¤£,-1,37,di lupa rekam jejaknya,1
"""Perut makin maju tpi semangat jangan tak maju""",1,47,perut makin maju tpi semangat jangan tak maju,0
"""Tak sejelek IMAGE Owner ya..? Artis ups bukan Artis? Hallo secara tidak langsung semua orang itu tau IMAGE lu jelek gentong!""",-1,126,tak sejelek image owner ya artis ups bukan artis hallo secara tidak langsung semua orang itu tau image lu jelek gentong,1
â€œga diundang premierâ€ la pikirmu ra butuh penonton a reng? ðŸ˜­ðŸ™ðŸ»,-1,75,ga diundang premier la pikirmu ra butuh penonton a reng,1
betuuul prof,1,12,betuuul prof,0
"""Sana anjing ngewe ama lonte bangsat""",-1,37,sana anjing ngewe ama lonte bangsat,1
HIDUP PENUH DENGAN SETTINGAN,-1,28,hidup penuh dengan settingan,1
"""senengnya sekali nyesel nya seumur hidup, miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing""",-1,152,senengnya sekali nyesel nya seumur hidup miris banget hidup lu tolol meninggalkan berlian yang indah dipandang dan di sayang demi segumpal tai kucing,1
Proses hukum.....biar Dia tau rasa,-1,34,proses hukum biar dia tau rasa,1
"""Dia memutuskan menjadi tumbal apartment""",-1,41,dia memutuskan menjadi tumbal apartment,1
"""Kok meldi di foto aku gendut beda""",-1,35,kok meldi di foto aku gendut beda,1
Ngabalin versi 3 setelah Haikal hasan,-1,37,ngabalin versi 3 setelah haikal hasan,1
didampingi ayah dan ibu sambung daehoon apakah ini tanda-tanda bisa rujuk? soalnya baru sidang pertama masih bisa ubah keputusan,1,128,didampingi ayah dan ibu sambung daehoon apakah ini tanda tanda bisa rujuk soalnya baru sidang pertama masih bisa ubah keputusan,0
"""Bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras""",1,84,bro buat lu pada yg ngehujat erick tpi masih punya masala sendiri jangan sok keras,0
"Kurang aksesoris sama model rambutnya sih menurutku, bajunya terlalu ramai buat dia yg gemoy",-1,92,kurang aksesoris sama model rambutnya sih menurutku bajunya terlalu ramai buat dia yg gemoy,1
"""Suka bgtt sm kak cipaa.. orangnya humble sm semua orang dan banyak temannya juga""",1,82,suka bgtt sm kak cipaa orangnya humble sm semua orang dan banyak temannya juga,0
"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""",1,55,foto jelek dihujat foto ganteng dibilang sok ganteng,0
Yang katanya bangga jadi anak pkiâ€¦ makanya benar kata pak harto pki 7 turunan jangan di kasih panggung pemerintahan.. dan ini lah kenyataanya paling pinter maling teriak maling ingat kan tahun 65,-1,197,yang katanya bangga jadi anak pki makanya benar kata pak harto pki 7 turunan jangan di kasih panggung pemerintahan dan ini lah kenyataanya paling pinter maling teriak maling ingat kan tahun 65,1
aura prindavan,1,14,aura prindavan,0
Ibu Siti Zuhro memang cerdas tuuuh...... is the best ðŸ‘ðŸ‘,1,61,ibu siti zuhro memang cerdas tuuuh is the best,0
Nafa Urbach gk bersalah dia cuma ngasih tau informasi tunjangan rumah TDK ada merendahkan rakyat kayak yg lainnya,1,113,nafa urbach gk bersalah dia cuma ngasih tau informasi tunjangan rumah tdk ada merendahkan rakyat kayak yg lainnya,0
"mentang mentang megang kuasa, berasa jadi raja malah cosplay Firaun ðŸ˜‚",-1,72,mentang mentang megang kuasa berasa jadi raja malah cosplay firaun,1
"kek tetangga whooppðŸ”¥, gua lamar sana sni ga dptÂ², tetangga gua tinggal blg doang, interview formalitasðŸ”¥ðŸ”¥ðŸ”¥",-1,118,kek tetangga whoopp gua lamar sana sni ga dpt tetangga gua tinggal blg doang interview formalitas,1
"Kenapa Pak RK Memilih Harta, Tahta, & Sapi Idul AdhaðŸ¤£",-1,56,kenapa pak rk memilih harta tahta sapi idul adha,1
lintang kan udah ada cowooo. ngadi ngadi nih berita,1,51,lintang kan udah ada cowooo ngadi ngadi nih berita,0
Projo itu artinya Pro judol ?,-1,29,projo itu artinya pro judol,1
"""Masyaallah mamany cantik anakny ganteng, perfect""",1,50,masyaallah mamany cantik anakny ganteng perfect,0
Tua,-1,3,tua,1
kalo dibubarkan dapurnya gak berasap bang,-1,41,kalo dibubarkan dapurnya gak berasap bang,1
Si Budi Judol dompetnya udh tebel ðŸ˜‚,-1,38,si budi judol dompetnya udh tebel,1
idihhhh,-1,7,idihhhh,1
"Saya sampai sekarang tetep berkhuznudzon mereka adalah orang2 baik, selebihnya saya pasrahkan kepada Alllah SWT ðŸ¥²ðŸ™ðŸ¼",1,124,saya sampai sekarang tetep berkhuznudzon mereka adalah orang2 baik selebihnya saya pasrahkan kepada alllah swt,0
kalau ga karna arhan gatau zize,-1,31,kalau ga karna arhan gatau zize,1
"""Gigi lo ada apanya? Jigong? Atau kondom nya nyangkut?""",-1,55,gigi lo ada apanya jigong atau kondom nya nyangkut,1
"perasaan dulu dia putih bening gitu deh, inget banget pas dulu dia sekeluarga di undang ke brownis pas dia disuruh dance karna di kpo-pers, sumpah cantik banget,putih bersih bening juga",-1,185,perasaan dulu dia putih bening gitu deh inget banget pas dulu dia sekeluarga di undang ke brownis pas dia disuruh dance karna di kpo pers sumpah cantik banget putih bersih bening juga,1
"""Mukanya kuning banget kaya kunyit""",-1,35,mukanya kuning banget kaya kunyit,1
"""Anjing sekarang hebat ya, bisa pake kacamata""",-1,46,anjing sekarang hebat ya bisa pake kacamata,1
"""Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..""",-1,88,kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya,1
astagfirullah kang Taemo bukan kang parkir ðŸ™,-1,47,astagfirullah kang taemo bukan kang parkir,1
bingung kan jawab nya,1,21,bingung kan jawab nya,0
"Udh tua sok ganteng pulaaa ðŸ¤£ ceramah soal selingkuh bla bla bla, kelakuan sama aja. Udh slesai main Bapak2annya? ""Will yuu miri mii"" ðŸ˜‚",-1,140,udh tua sok ganteng pulaaa ceramah soal selingkuh bla bla bla kelakuan sama aja udh slesai main bapak2annya will yuu miri mii,1
berani ya dia,1,13,berani ya dia,0
DJ panda pasti ketawa terbahak-bahakÂ²,1,38,dj panda pasti ketawa terbahak bahak,0
dah tau kan makna dari kata-kata beliau?,1,40,dah tau kan makna dari kata kata beliau,0
Cantikkk ðŸ©·ðŸ©·,1,17,cantikkk,0
"""Ih ko muka jelek banget siii serem kek setan""",-1,46,ih ko muka jelek banget siii serem kek setan,1
lgian jg bravy kek numpang tenar gt gksi,-1,40,lgian jg bravy kek numpang tenar gt gksi,1
pecatttt woyyyyy bukan di nonaktifkan astaghfirullah hukum di negara gak dapat di percaya lagi,-1,94,pecatttt woyyyyy bukan di nonaktifkan astaghfirullah hukum di negara gak dapat di percaya lagi,1
"yaudasi gausah kemana2 toh itu salahnya sendiri kenapa mauuu, dan kalaupun emang anaknya toh juga gabisa dinasabkan ke bapak nyaaa dan juga gaberhak dapat nafkah sesuai hukum agama",1,180,yaudasi gausah kemana2 toh itu salahnya sendiri kenapa mauuu dan kalaupun emang anaknya toh juga gabisa dinasabkan ke bapak nyaaa dan juga gaberhak dapat nafkah sesuai hukum agama,0
"""cewe cakep, setia kok disia sia in sahabat""",1,44,cewe cakep setia kok disia sia in sahabat,0
"sejak kapan perlu pendapat rakyat...? Emang ini republik demokrasi...? Demokrasi hanya cover instansi"" koruptor.",-1,112,sejak kapan perlu pendapat rakyat emang ini republik demokrasi demokrasi hanya cover instansi koruptor,1
PROJO = pro jokowi,1,18,projo pro jokowi,0
"""Penyihir secantik ini gue rela dikutuk jadi tokek laut""",1,56,penyihir secantik ini gue rela dikutuk jadi tokek laut,0
dua wanita sedang tertekan oleh perkataan kang blunderðŸ—¿ðŸ˜­,-1,62,dua wanita sedang tertekan oleh perkataan kang blunder,1
"""Dulu Bahagia Sekarang Banyak Utang""",-1,36,dulu bahagia sekarang banyak utang,1
ðŸ‘ðŸ‘ðŸ‘alhamdulillah smoga bisa mmbuka mata bgi merka ni kmi mmilih bukn mnjdi orng Bodh tpi lebih pintarðŸ‘,1,114,alhamdulillah smoga bisa mmbuka mata bgi merka ni kmi mmilih bukn mnjdi orng bodh tpi lebih pintar,0
hokkk cuh,-1,9,hokkk cuh,1
"GUE PERNAH KETEMU ASLINYA ZIZE, CAKEPAN GUEEEE JAUHHHðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ASLINYA EMH LBH CKEP DRI VIDEO TP STANDARRRRR AJAAA",-1,121,gue pernah ketemu aslinya zize cakepan gueeee jauhhh aslinya emh lbh ckep dri video tp standarrrrr ajaaa,1
"""Yang satu nya mirip Ariana grande""",1,35,yang satu nya mirip ariana grande,0
gua lagi nangis aja reflek ngakak jirrrðŸ˜­ðŸ˜­ðŸ¤£ðŸ¤£ðŸ¤£,1,59,gua lagi nangis aja reflek ngakak jirrr,0
"""Kangen nonton konser isyan secara lgsg, meskipun msh bisa virtual, Cuma experience-nya lebih dapat aja gitu""",1,109,kangen nonton konser isyan secara lgsg meskipun msh bisa virtual cuma experience nya lebih dapat aja gitu,0
tidak usah ngeluh... rebut nih gedung DPR duduki oleh rakyat !!!,-1,64,tidak usah ngeluh rebut nih gedung dpr duduki oleh rakyat,1
Percayalah yng tiba tiba ngak suka ini sebenarnya fans aslinyaðŸ—¿,-1,66,percayalah yng tiba tiba ngak suka ini sebenarnya fans aslinya,1
"""Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya""",-1,79,di foto tirus kalo di video wariorr kok mukanya kek donat gak ada bentuknya,1
"""Udaaaahh nontonnnnn.. lagunya bajunya makeup dan hairdo nyaaa sukaakkkk""",1,73,udaaaahh nontonnnnn lagunya bajunya makeup dan hairdo nyaaa sukaakkkk,0
Keluarga manurung kah,1,21,keluarga manurung kah,0
"""congrats kak isyan semoga semua impian-impian baiknya segera bisa terwujud aamiin""",1,83,congrats kak isyan semoga semua impian impian baiknya segera bisa terwujud aamiin,0
"baca komen aktif, ngeriset males",-1,32,baca komen aktif ngeriset males,1
horror banget ,1,14,horror banget,0
yang kaya gini di kasih panggung terus buset dah,-1,48,yang kaya gini di kasih panggung terus buset dah,1
mbaknya ini orang Jawa kuliah diluar Jawa gitu?,1,47,mbaknya ini orang jawa kuliah diluar jawa gitu,0
Saya prihatin sebagai rakyat IndonesiaðŸ“¡,1,42,saya prihatin sebagai rakyat indonesia,0
Ketek nya kok gitu kaya nenek-nenek keriput,-1,43,ketek nya kok gitu kaya nenek nenek keriput,1
KEREN BANGET ðŸ”¥,1,17,keren banget,0
"kenapa pada bahas tugba terus ya, padahal mau dulu pacaran pun jodoh gak ada yang tauðŸ˜­",1,89,kenapa pada bahas tugba terus ya padahal mau dulu pacaran pun jodoh gak ada yang tau,0
ustad itu panggilan saja. sama macam guru atau pendeta ,1,55,ustad itu panggilan saja sama macam guru atau pendeta,0
abidzar a nya apa,1,17,abidzar a nya apa,0
internet cepat buat apa,1,23,internet cepat buat apa,0
kepalsuan yg nyata ngurus mahasiswa aja masih tolol,-1,51,kepalsuan yg nyata ngurus mahasiswa aja masih tolol,1
gamau tau dan ga peduliðŸ˜­,1,27,gamau tau dan ga peduli,0
DOAKU SEMAKIN SALING SAYANG YA MAS DANI DAN MBAK MULAN MEREKA YANG BENCI IRI SIRIK SAMA KALIAN BERDUA TAMBAH STRES DAN PANAS...TUHAN MENJAGA DANI DAN MULAN SERTA KELUARGA....AMINðŸ™ðŸ™ðŸ™,1,190,doaku semakin saling sayang ya mas dani dan mbak mulan mereka yang benci iri sirik sama kalian berdua tambah stres dan panas tuhan menjaga dani dan mulan serta keluarga amin,0
"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""",-1,56,apa si hebatnya banci yg badannya penuh koreng kaya lo,1
"jangan komentar Bu, nanti dipenjarakan Bu, nanti di pikir lawan penguasa",1,72,jangan komentar bu nanti dipenjarakan bu nanti di pikir lawan penguasa,0
"nggak akun nisa nggak zize, isinya hujatan semuaðŸ˜",1,52,nggak akun nisa nggak zize isinya hujatan semua,0
mntap pak ambil aja negeri ini buat pak projo,1,45,mntap pak ambil aja negeri ini buat pak projo,0
"usut tuntas ucapan saudari ripka, suruh buktikan ucapan mereka, apa jasa mereka, baru jadi kader pdip bicara se enaknya",1,119,usut tuntas ucapan saudari ripka suruh buktikan ucapan mereka apa jasa mereka baru jadi kader pdip bicara se enaknya,0
Auto unfoll so cakep biasa aja padahal banyak gaya selingkuh,-1,60,auto unfoll so cakep biasa aja padahal banyak gaya selingkuh,1
"bapaknya lah, anaknya gak salah apa apa",1,39,bapaknya lah anaknya gak salah apa apa,0
jangan sampai rakyat yang menyukai pak harto ambil tindakan sama yang suka jelek-jelekin pak harto,-1,98,jangan sampai rakyat yang menyukai pak harto ambil tindakan sama yang suka jelek jelekin pak harto,1
"Ternyata bener adab sama etika ketika berbicara/berkomentar tentang orang tuh udah ga dipake,makin rendah aja jadi manusia ðŸ¤",1,127,ternyata bener adab sama etika ketika berbicara berkomentar tentang orang tuh udah ga dipake makin rendah aja jadi manusia,0
"""Setuju g sih? Si dia tetep cntik bgt meski g pke make up? lah aku g pke make up pucet bgt kyk g makan setahunn""",1,112,setuju g sih si dia tetep cntik bgt meski g pke make up lah aku g pke make up pucet bgt kyk g makan setahunn,0
"""Trs berkarya walaupun brd di titik sprti ini""",1,46,trs berkarya walaupun brd di titik sprti ini,0
"You deserve to be happy, Jen ðŸ¥º",1,33,you deserve to be happy jen,0
IBU INI MGOMONG APA ðŸ¤£,1,24,ibu ini mgomong apa,0
"""Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha""",-1,74,eh bocah mending lo mati aja gak guna juga ada orang kayak lo hahahahaha,1
Owh pantas mereka berlomba-lomba melakukan kejahatan ternyata bisa naik pangkat,-1,79,owh pantas mereka berlomba lomba melakukan kejahatan ternyata bisa naik pangkat,1
"""Setan ma setan mahh emg cocokk udee""",-1,37,setan ma setan mahh emg cocokk udee,1
"""Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk""",-1,76,editan softlensnya keluar itu mbaknya kayak ratu titisan ular kamu wkwkwk,1
"""Mbak mell sehat dan sukses ya""",1,31,mbak mell sehat dan sukses ya,0
"""BISA BERHENTI CAKEP GA KAKK? PUSINGGGG IH""",1,43,bisa berhenti cakep ga kakk pusingggg ih,0
"Udah ga ganteng, rakus!",-1,23,udah ga ganteng rakus,1
"minimal ganteng sama tinggi dulu baru nyakitin orang, muka pas pasan nyakitin ga kira kira ,ih di selingkuhin orang jelek sakitnya double sakit hati dan mata anj",-1,161,minimal ganteng sama tinggi dulu baru nyakitin orang muka pas pasan nyakitin ga kira kira ih di selingkuhin orang jelek sakitnya double sakit hati dan mata anj,1
Semua akan prett pada waktunya ðŸ¤£,-1,35,semua akan prett pada waktunya,1
dari awal udh gaenak badanðŸ™,1,30,dari awal udh gaenak badan,0
katakan PREEETTT!,-1,17,katakan preeettt,1
2025 full cowoâ€ ketahuan selingkuhðŸ˜­ðŸ˜­,1,44,2025 full cowo ketahuan selingkuh,0
Kita nobatkan menjadi Raja pret.!,-1,33,kita nobatkan menjadi raja pret,1
sangat setuju kalo ciptaning di laporkan ke polis,-1,49,sangat setuju kalo ciptaning di laporkan ke polis,1
"""kumat? lama semedinya segini keluarnya""",-1,40,kumat lama semedinya segini keluarnya,1
"Separah itu pejabat negeri Konoha, udah di demo sampai berjatuhan nyawa enggak berdosa, malah enggak ada yang berubah sama sekali, nyesek banget ðŸ˜‚",1,149,separah itu pejabat negeri konoha udah di demo sampai berjatuhan nyawa enggak berdosa malah enggak ada yang berubah sama sekali nyesek banget,0
ð¬ð¢ð¥ðšð§ðšð§ð  ð›ðžððš ð›ð§ðžð« ð¤ðž ð¥ðšð§ð ð¢ð­ ððšð§ ð­ðšð§ðšð¡ ð¥ð¢ðšð­ðŸ˜ðŸ˜‚,-1,159,,1
