komentar,label
"sejak kapan perlu pendapat rakyat...? Emang ini republik demokrasi...? Demokrasi hanya cover instansi"" koruptor.",0
Demokrasi hanya dibutuhkan hanya ketika pemilu setelah itu kembali ke mode pabrik aka komunisðŸ—¿,0
"pemerintah sekarang tidak bisa dikritik, karena didemo pun faktanya tetap sesuai kehendak pemerintah, seakan-akan demo itu tidak hanya angin lalu dan buang-buang energi",1
Innalilahi wa innailaihi rojiun RIP HUKUM di INDONESIA ðŸ‘ŽðŸ»âš°ï¸ðŸ¥€ðŸ“´,1
Capek bgt Ya Allah.. mau ga peduli tp gabisa..,1
lelah.. tak ada imbas apapun.. semua pendapat pergi ke laut,1
Welcome to orba versi baru guys,1
"Sudah resmi menamatkan Reformasi, sudah waktunya babak baru rasa lama",0
" izin berpendapat ðŸ™ðŸ», ruu kuhap ini salah satunya di bentuk tujuannya untuk menyelaraskan dengan ruu perampasan aset secara prosedural, kenapa? karena basis dari RUU perampasan aset ini ""non-conviction based forfeiture"" dimana tindakan perampasan ""asset forfeiture"" harapannya bisa dilakukan tanpa menunggu pembuktian atau hasil putusan sidang. ini sebenernya bagus karena banyak dari kasus tindak pidana memanfaatkan waktu prosesi sidang yang berberlit dan lama untuk menyembunyikan asetnya sebelum putusan akhir. nah secara esensial RUU perampasan aset itu hadir untuk itu.",1
"citizen bisa jdi tersangka sewenang-wenang tanpa terbukti jadi tersangka, saksi bsa jadi tersangka, yang tidak terlibat pun bisa jadi tersangka. Maybe we are citizen, but we aint stupid",1
"Belajar dari yg sudah-sudah. Lu ngajak temen lu demo atas kebijakan pemerintah, bisa langsung ditahan tanpa ada kejelasan. meskipun dari segi hukum tidak ada yg dilanggar.",1
"kalau penyidiknya kompeten berarti seharusnya gaada masalah kan? jadi ini semua bukan masalah besar kecil wewenangnya, tapi kompeten atau tidak aparatnya?",0
ketuanya ae gini ga bakal di degert lengserin ganti ketua DPR yg tegas,0
"Punya kompetensi, tapi mereka nggak tegak lurus kepada konstitusi. Mereka udah jadi alat kekuasaan, ini lho masalahnya. Dikasih fleksibilitas cuma bikin sakit hati.",1
Perwakilan Rakyat tapi gak mewakili apapun yang rakyat serukan sama sekali,0
ganti nama jadi dewan perwakilan parpolðŸ˜‚,0
Rakyat RI ga sekuat Nepal. Mimin punya axolotl naga air lucu kak. gemas imut mirip pokemonðŸ˜ðŸ˜,1
"Depe'er sudah mewakili keinginan rakyatnya. Contoh rakyat pengen makan enak, sudah diwakili. Rakyat pengen kendaraan mewah, sdh diwakili mereka, dan sterusnyaðŸ˜‚",0
Apa gunanya dpr kok tega banget ðŸ’”,1
Beneran berasa tinggal di negara yang dikutuk,0
Ini sebenarnya dari tahun 1966 udah belok dari timeline yang seharusnya ðŸ˜‚,1
Demo kemaren benerÂ² ga ada artinya.,1
"Selagi gedung hijau itu belum di neffalkan, kita akan terus dijadiin mainan mereka. Bahkan janji reformasi Polri dan tuntutan 17+ sampe sekarang tidak ada perkembanganya. Rakyatnya pemaaf dan pelupa, pejabatnya tidak ada urat malu, kombinasi yg sempurna ! hukum???? Mudah diatur.",1
"kalau mau demo jangan tangan kosong ya, belajar dari korban demo Agustus kemarin. Minimal bawa 5 tronton 3 doser satu 5 ekskavatorðŸ˜ upgrade gaes biar tidak ada korban",1
karena mereka sudah merasa dilindungi oleh parcok dan parjo,0
"di nepal bisa kejadian soalnya parcok nya netral, disini mah boro boroðŸ˜‚",0
"gaakan ada artinya, toh yang kemarin di nonaktifkan udah bisa ngejabat lagi kan? dibilang warga kita itu coward, masih cuek sama ginian, mereka mana takut.ðŸ˜®â€ðŸ’¨",1
 kalau dilanjutkan bakal jadi perang saudara seperto myanmar,1
"emang minta untuk di nepalkan dpr itu , apalagi si puan",0
padahal sampe ada korban ternyata dpr emng bukan wakil rakyat ðŸ˜¢,1
 selagi tidak punya power tidak bakal bisa ngapa-ngapainðŸ˜‚,1
"indikator nya semua ada di Jogja bang,kalau di Jogja masih adem ayem tidak bakalan pengaruh bagi mereka",1
"kok bisa orang-orang kayak Puan Maharani, Kapolri, dan antek-antek mereka masih menjabat setelah demo besar-besaran yang sampai menewaskan banyak nyawa enggak berdosa??? Apakah pejabat-pejabat kita emang semuka tembok gitu??? ðŸ˜‚",1
"Saya sampai sekarang tetep berkhuznudzon mereka adalah orang2 baik, selebihnya saya pasrahkan kepada Alllah SWT ðŸ¥²ðŸ™ðŸ¼",1
serusak apapun yg ngejalanin negara ini kita cmn bs berdoa semoga Indonesia bs jd lbih baik,1
"Oh tidak ada urusan ya, kasian juga ya pemimpin kita tidak dianggap ðŸ˜¢ðŸ˜‚",1
Gemoy-gemoy mematikanðŸ˜¢ðŸ˜‚,0
"ngapa yang di salahin presiden dah, kan beda tugas antara legislatif dan eksekutif",1
Senang mengenal kalian guys,1
info angkat kaki dari indonesia?,1
 jangan lupa asah skill berkelakuan baik dan punya keluarga bang ðŸ™ biasa nya itu COUNTER jerat hukum pidana,1
apa yg kalian harapkan dari pemimpin yg melanggar HAM?,0
menuju indonesia gelap bersama rezim omon-omon,0
"Setelah rakyat dibunuh & dipenjara saat demo lalu, kini RKUHAP sah lewat perumusan super kebut. Iya, rakyat kalah lagi. Otoritarianisme makin nyata. Semua akan dibungkam.",0
"kita bisa di tangkap kapan saja, di sadap dengan isilop kapan sajaâ€¦ di 86 khan dimana saja.. sehat2 penduduk Indonesia, solusinya cuman satuâ€PINTARâ€",1
katanya IQ rata2 warga sini turun dikit lagi setara gorilla. Jadi masih jauh dari pintar. Lebih dekat ke gorilla ðŸ˜‚,0
Isinya apa sih kalo boleh tau?,1
selamat natal dan orde baru ya â˜ºï¸â˜ºï¸â˜ºï¸ 58% seneng nih pasti,0
Pantes ujan seharian,1
"Menjelang 80 hari kematian AFFAN dilindas barrakuda: hukumnya tajam ke bawah, tumpul ke atas. Penegak hukumnya melindungi teman, melayani atasan. Belum lagi 142 nyawa melayang di Kanjuruhan, kelanjutan kasus robohnya pesantren, misteri kematian Reno-Farhan, dan lain-lain. Indonesia Gulita!",1
"Affan itu cuma ""ojol"" dan ""korban dalam jumlah angka"" bagi kaum elit bang",1
"Oh good, sampai jumpa di akhirat ðŸ‘‹",1
tidak usah ngeluh... rebut nih gedung DPR duduki oleh rakyat !!!,0
"Hukum Tajam Ke Bawah, Tumpul Ke Atas Seperti Patok Pramuka",1
"Separah itu pejabat negeri Konoha, udah di demo sampai berjatuhan nyawa enggak berdosa, malah enggak ada yang berubah sama sekali, nyesek banget ðŸ˜‚",1
"tunggu di akherat aja, pasti masuk NERAKA VIP",0
Dewan Perwakilan Rezim ðŸ¤ŒðŸ»,0
bunuh aja anggota DPR saat tidur. Rakyat semoga geruduk anggota DPR. Kalau bisa bakar rumahnya ampe anggota DPR tiwas,0
"ketika suara rakyat dan mahasiswa tak lagi di dengar,semuanya hanya bergantung pada ketokan paluðŸ˜¥RUU tetap di sah kan meski banyak yang menolak",1
"Mereka itu kayaknya telinganya pakai fitur noise cancelling khusus untuk suara rakyat. Padahal, rakyat sudah teriak soal perampasan aset sampai mirip toa mushalla yang dipakai 15 tahun: suaranya sember, tapi maksudnya jelas. Lah kalian? Santai saja, sibuk sahkan hal-hal yang bahkan rakyat aja tidak tahu kegunaannya apa.",1
Berarti 17+8 itu cuma angin lalu yaðŸ˜¢,1
"emang rasanyaa korup tuh mantep banget ya sampe segala aturan yang mencegah kita buat berontak dikerahkan secepat mungkin, takut soalnya org indo udah pada pinter wkwkw",1
lengah dikit tamat.,1
Ini sengaja langsung di sahkan. Karena Jokowi udah terpojok terkait ijazah Palsunya. Menurut syaa ini pengalihan isu,0
terimakasih yang sudah milih PrabowoðŸ”¥,1
banyak yang maki-maki DPR tapi pas pemilu milih partai itu lagi ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
Giliran uu perampasan aset lama amat kajiannyaðŸ¥€,1
"DPR yang bukan DPR, gada merasa diwakilkan",1
Demo jilid 2 seperti Nepal kah yg mereka mau??,1
Ya Tuhan kirimkan kiamat di Indonesia,1
"Dasar aturan yang bikin Polri makin bebas ngegas, gak heran kalau makin banyak preman berkedok kepolisian!",0
Waduhh revisi KUHAP sementara UU perempasan aset belum di sahkan ðŸ˜®,1
"Emang harus dinepalkan, mereka udah benar benar merasa lebih tinggi dari yang mereka wakilkan",1
kini Dhani merasakan apa yang dirasakan Maya dulu. terimakasih ari Lasso knp gak dri dulu.. samawa ya mas ariðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0
ingat ramalan Hard Gumay ðŸ˜³,1
Semoga bener Aamiin ðŸ˜,0
semakin dihujat isu miring perceraian cinta mereka makin kuat. dan semakin kokoh,1
hubungan hasil dari menyakiti perasaan orang lain tidak akan berkah,1
mulan wanita yg baikðŸ¥° aku yakin,1
maaf ya cuma mau bilang alhamdulilah,1
"jangan dulu mulan, dul sama El belum nikah, nanti netizen hujat siapa kalau lu sama Dhani cerai sebelum mreka nikah",0
berdua itu tidak mikir bikin kisruh terus klo benar berarti tabur tuai itu nyata,1
yg di tabur bibit sayur yg dituai padi mas..dani dan mulan masih anggota dewan ngak sempat dia menuai...ha.ha. kocak..ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡,1
banyak yg mendo'akan mereka cerai..kdg mlh tmbh langgeng,1
haha karma tidak pernah salah,0
karma mu sedang beejalan ahmad dani,0
kalau pasangan terus menerus selingkuh...asli saya sih yakin...tidak bakal ada kata off...itu pasti akan terulang lagi...karena itu merupakan penyakit hati...,0
binatang itu fitnah paling keji,1
pak de kan ganteng. diem-diem udah ada simpenan. nya. gaesss,0
DOAKU SEMAKIN SALING SAYANG YA MAS DANI DAN MBAK MULAN MEREKA YANG BENCI IRI SIRIK SAMA KALIAN BERDUA TAMBAH STRES DAN PANAS...TUHAN MENJAGA DANI DAN MULAN SERTA KELUARGA....AMINðŸ™ðŸ™ðŸ™,1
teman makan teman ðŸ¥±,0
wkwk ini voice over nya keren banget kata2nya!! ðŸ‘ðŸ‘ðŸ‘ðŸ‘,1
"orang bener jodoh nya ya bener, orang gak bener ya jodohnya tidak akan bener rempong ðŸ¤£",0
emang gue pikirin,1
semoga kakak maya lebih bahagia,1
ngeri kalo ibu-ibu salam interaksi nonton ini ðŸ™,1
apa yg kau taman itulah yg kau tuai aminn,0
Habis ini siapa yang akan di rusak oleh Mulan ya,0
tidak nyangka sama tinandroseðŸ˜© gue kira bakalan sama cewek luar negeriðŸ¤£,1
Hehhhh tinandrosee???? TolonggggðŸ˜­,1
WHATTTTTT ??????? TINANDROSE ????? SIAPA SANGKA ðŸ¥¹ðŸ¥¹ðŸ¥¹ðŸ¥¹ PASTI FIKI SENENG BANGET ðŸ¥¹ðŸ¥¹ðŸ¥¹,1
gimana dengan TugbaðŸ˜­,1
lagi dugem,0
penyebab Fiki nangis..dia ingat tugba,0
tolol,0
Pogba lagi dugem,0
"fiki naki adalah laki-laki yang sungguh-sungguh menjaga dirinya dari pergaulan yang buruk, akhirnya dia benar-benar berhasil, itu keren dan sangat sulit untuk seorang laki-laki dengan pekerjaan seperti Fiki, memang terbaik Fiki naki, samawa fiki naki ðŸ”¥",1
asal jangan preet pada masanya ya... mudah-mudahan bisa Istiqomah dalam kebaikan dan menjaga diri selamanya. Aamiin,1
kaget tiba2 fiki naki nikahðŸ˜±,1
kasihan sih sama mbak tugba,1
"knp pada nanyain tugba sih? apakah nanyain mantan di nikahan itu menjadi salah 1 syarat nikah, kan enggak. ini acara Fiki ama bininya, serta keluarga.",1
kasihan tugbaðŸ¥º,1
yang di rusakin siapa. yang di nikahin siapa ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,0
Sedih sih gak sama tugba. udah ngikutin banget dari awal ðŸ˜­,1
selalu mikir kok bisa nangiss yaa? padahal dia friendlyyy bgttt. dont judgee pliss cuma heran aja:(,1
"Kenapa ya suami saya gak nangis pas nikah, malah cecengesan gak jelas pas liat saya ðŸ˜­",1
Reza Arab jg dlu nangis ðŸ˜­ðŸ˜­ðŸ˜­lebih sesegukan lagi ðŸ˜‚,0
"akan preeetttttttt pada waktunya, tapi doain deng semoga pasangan ini langgeng.Aaminn",1
finally dari zaman dayana ,1
Alhamdulillah akhir nya Fiki naki nikah semoga samawa.ðŸ¥°,1
"yang lain kaget bang fiki nikah sama kak tinoo, aku lebihh kagett kak tino nikah sama bang fikiðŸ˜­ aku selalu mempertanyakan siapa cowo beruntung yang bisa dapat kak tinaa yang pinter baik slalu menjaga diri ini dan belakangan liat kak tino ada bahas tentang percintaan ternyata mau nikahhhðŸ˜ selamat kak tinoooo dan bang fikiiiiðŸ˜ðŸ’“ semakin bahagia ya kliann",1
tugba diundang gaa kayanya baru ke indo,1
ga ngerti kenapa pada kagetðŸ˜­ðŸ™ðŸ»,1
"apa sih yang komen, bahas tugba mulu ini tu momen orang plislah, lagian kak Fiki udah lama ga sama tu cewek bahkan tu cewek dah punya cowok baru, pada kaget karna ga sama dia lagi ya namanya ga jodoh mau gimana, dan sekarang Fiki sama kak tinandrose mereka tu ga tiba-tiba nikah, tapi udah lumayan lama tunangan/lamaran ada kok Fiki sebelumnya pamer cincin dilive sama cewek luar gitu trus ngasih tau kalo dia udah punya calon dan mau nikah, jadi plis gausah bahas orang lain lagi dimomen mereka berdua ini, Happy Wedding buat Kak Fiki & Kak TinandroseðŸ¤",1
gw trauma Ama yg lugu2 alim gara2 s juleðŸ™‚,0
kagett jodohnya fiki naki ðŸ˜­ðŸ˜­ðŸ˜­,1
kenapa ya cwo kalo habis akad suka nangis. suamiku jg begitu. tp aku nya malah cengengesan,1
pinter semua bahasa eh jodohnya g jauh2 indo jg ðŸ˜‚,0
hafal semua bhasa tapi dapet nya warga lokal juga,1
"setelah menjelajahi beberapa negara, akhirnya kembali ke produk lokalðŸ”¥",0
lah jadi mirip onyo Sarwendah,0
banyak yang cowok nangis saat menikah tapi preeet pada waktunya,0
"kenapa pada bahas tugba terus ya, padahal mau dulu pacaran pun jodoh gak ada yang tauðŸ˜­",1
lc ketutup sama orang tua nya yang dpr itu,0
dia punya hati ga siðŸ¥º,0
gampangan bgt,0
gosip adalah fakta yang tertunda,1
Ga pernah semuak ini sama cewe,0
kok bisa masih punya temen sih? herann ga pada geregetan ðŸ˜­,0
kocak si kalau masih ada yg bela dia,0
"girl support girl, tapi yg ini gk dulu",0
gabisa kali ya kalo gapunya cowo,0
mau komen takut di laporin polisiðŸ™‚â€â†”,1
semangat zize,1
Kenapa polisi di indonesia seperti ini ya ðŸ•,0
"Viralkan, adili!!!",1
Kayak gini polisi masih gk di hukum?,1
Kalau bukan karena aksi turun ke jalan gimana bisa tau kalau uang pajak dipakai ugal-ugalan. ðŸ˜¥,1
Sang pemberani ðŸ‘,1
Saya prihatin sebagai rakyat IndonesiaðŸ“¡,1
Rasain,0
"Kenapa ga satu lawan satu, kasihan yg ngeroyok",1
Rusak lagi fasilitas negara asyik tender lagi kasih pemborong yg lagi sepi job.,1
Keadilan sosial bagi seluruh rakyat Indonesia ðŸ˜‡,1
"Gak ada yang benar dan salah, semuanya sedang dalam emosi.",1
Mengayomi kaya gini,1
tinggal nunggu berita banjir etanol di rumah beliau,0
dah tau kan makna dari kata-kata beliau?,1
"Adek-adek, inilah alasan kenapa Indonesia gini-gini aja.",0
berarti bener dong kalo LO JAHAT???,0
selama ini hanya menduga duga malah dia blak blakan,1
"Mungkin maksud paling sebenarnya dari beliau ini adalah tentang kemunafikan. Tapi di satu sisi, ini tak pantas dan tak etis beliau paparkan dan sampaikan kepada umum secara beliau menjabat sebagai seorang menteri kepemerintahan. Tolong lain kali bahasanya bisa dibungkus dengan lebih bermoral, bermartabat, mengedukasi dan semacamnya yang sekiranya sudah seharusnya keluar dari seseorang yang setidaknya sudah selesai menjalani pendidikan tinggi.",1
"Hapus admin, bikin aku bahlilphobia",0
sakit,1
SECARA TIDAK LANGSUNG MENGAKUI KALAU DIRINYA JAHAT DAN GA BECUS KERJAðŸ˜­,0
"Udah ga ganteng, rakus!",0
Semuak ini liat mukanya,0
Orgil,0
"wah pantes dikritik dan dihina se hina apapun ga kena di dia. otaknya ga nyampe mikir jauh, hatinya rusak, dan dia gapunya rasa kemanusiaan",0
"dihina tidak tumbang, dipuji tidak pantas",0
KOSONG yg konsistenðŸ‘,0
"Maaf, dari gesturnya kayak bingung ya",1
"Selalu rapihin rambut setiap ketemu warga dan selalu terlihat gugup, sangat keliatan belum siap jadi pemimpin ðŸ˜‚",0
"SINGKAT, PADAT, DAN KOSONG ðŸ˜…",0
"Maaf menurutku kalo mau protes ya ke bupati dan gubernurnya kan setiap daerah ada pemimpinnya jadi itulah gunanya mereka, kalo RI pusat mana tau jalan-jalan yg rusak kalo pemimpin daerahnya diem, kan stiap daerah ada anggarannya jadi tanya dong sama merekaðŸ™ðŸ™jgn bisanya nyalahin presiden begini salah bgitu salah trus yg bener siapa ðŸ˜‡ðŸ˜‡",1
"Enak emang jadi Lurah, Camat, Bupati, Walikota bahkan Gubernur. Jalan rusak yg salah Presiden sama Wapres ðŸ˜…ðŸ˜‚ðŸ¤£",1
Lah bupati gubernurnya ngapain aja itu,1
bingung kan jawab nya,1
Pemecah Belah Bangsa.,0
Kalah memang menyakitkan,1
Serius tanya... Orang ini siapa ya?,1
Jangan ingin terlihat pintar ataupun bijak kalau dengan cara menjatuhkan orang lain,1
Siapa yg lepasin dari kandang woy,0
"Pemikiran yang kelihatan benar tapi menyesatkan. Jalan Tol hanya dinikmati orang2 yang punya mobil, yang tidak, tidak bisa menikamati. Suramadu hanya untuk orang surabaya dan madura, KAI hanya orang jawa. Semua proyek nasional di kerjakan step by step. Wah hati2 dengan sengkuni.",1
Masuk akal juga...,1
Pemikiran macam apa ini ðŸ—¿,1
"Pemikiran yang kelihatan benar tapi menyesatkan.Jalan Tol hanya dinikmati orang2 yang punya mobil,yang tidak,tidak bisa menikamati.Suramadu hanya untuk orang surabaya dan madura,KAI hanya orang jawa.Semua proyek nasional di kerjakan step by step.Wah hati2 dengan sengkuni.",1
"Ngaca pak ngaca ampun, kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus, tapi daerah lain tertinggal, ga mikir kesitu juga kah ? ðŸ˜‚",0
The Real pemecah belah bangsa,0
Selama bapak jabat apa yg udh dibuat Monas sampe skrg belum selesai sprtinya,1
Diem Pak Diem...,0
Ngga pak saya merasa tidak ikut membayar,1
Berisikkkkkk ðŸ¤®,0
mending diam gatau malu,0
Anda ini berbahaya sekali,0
Itu mungkin dianggap prestasi,1
Sebobrok inikah?! Sungguh sangat miris,1
Owh pantas mereka berlomba-lomba melakukan kejahatan ternyata bisa naik pangkat,0
Gantiin tugas iblis semua,0
Oh sangat berprestasiðŸ™Œ,1
Setan aja hormat sama kelakuan kaya gini mah,0
Makin biadap makin berprestasi,0
Anak istri dan keluarga besarnya pasti bangga,0
Titik terendah seorang sipil adalah menjadi polisi,0
Negeri ini tidak kekurangan org pintar.. tapi kurang org jujur.,1
Taukan knp undang-undang perampasan aset sampai hari ini ngga di sahkan,1
wah makin seru ðŸ”¥ðŸ”¥ðŸ”¥,1
Kerenâ¤ï¸â¤ï¸..... Bongkar sampai tuntas,1
Ini beneran? Kacau banget sistem dan pejabat negeri ini ðŸ˜©,1
Jangan percaya berita dari sumber si sakit hati. mereka inginkan kekacauan makanya bikin berita yg belum valid lagi.,0
Sita semuanya,1
Rusak,1
"Ngga ada masalah kok...jelas , mudah difahami dan berhati hati..",1
Bagus..ðŸ‘,1
Mending ngomong inggris ya ternyata wkwk,0
curi perhatian siapa?,1
"Masih sepenggal2 gitu bacanya, kaku.",1
Good sih menurutku kalian aj suka merendahkn org diem,0
Bagus sih,1
Bagus kok,1
Tidak tahu Malu,0
Harus diakui bahasa inggrisnya bagus,1
"tidak terbayang kalo dia beneran lanjut sama sapri, junho eunho jena yang sekorea itu harus liat kuda lumping terusðŸ˜­ðŸ˜­",0
sekarang jule itu status istri safri.takutnya jule dengan alasan mau ketemuan dengan anaknya tanoa seizin Safri .lalu Safri menuduh jule selingkuh dengan mantan suaminya. saran saya jule kalau mau ketemuan bareng dengan Safri atau terang terangan .,1
gua lagi nangis aja reflek ngakak jirrrðŸ˜­ðŸ˜­ðŸ¤£ðŸ¤£ðŸ¤£,1
"Kak sangking lucu nya aku gak bisa ngakak, malah ngikngikkkðŸ˜…ðŸ˜…ðŸ˜…",1
"STOP MENTION KUDA LUMPING, masih tidak nyangka pikiran orang bisa pada sampe ke kuda lumping ðŸ˜­",1
dia sudah berani keluar lagi karna posisi dia sudah di gantiin sama inara,0
"tidak bela inara tapi inara langsung klarifikasi dan tidak ada bukti apapun, cuma asumsi bininya aja. beda dengan jule yang sudah  terbukti vidio sudah kesebar kemana mana.",1
sekarang yg dikerudungin mulutnya bukan rambutnya ðŸ˜­,0
Dia hanya seorang ibu.. terlepas dari apa yang sedang terjadi dia tetap ibu dari trio Na.. Dan anak-anak juga butuhkan kasih sayang ibu..,1
"kalo dia emg benar seorang ibu, gabakalan selingkuh dan gores luka dihati anaknyaa",0
"biar in ya ges, tidak membenarkan prilakunya jule, tapi 3 anak nya butuh kasih sayang ibu nya ðŸ˜­",1
jule ga pake hijab malah jadi mirip kayak susternya trio na yg duduk di belakang ituu,0
"untuk apa pakai hijab lagi, fefek nya udah gratis buat safri ramadhan",0
 gak fresh ya mukanya,0
wajar guys belum 40 hari pasti emang masih berkeliaran arwahnya,0
si jule pasti di gosipin sama pegawai2 playtopia dan ibu-ibu di situ ðŸ˜…,0
didampingi ayah dan ibu sambung daehoon apakah ini tanda-tanda bisa rujuk? soalnya baru sidang pertama masih bisa ubah keputusan,1
Jule telah menambahkan inara rusli ke dalam grub,1
"sejelek-jelek nya dia, dia tetap ibu yg bertaruh nyawa untuk melahirkan anak anak nya.",1
"bapak nya daehoon hati nya luas banget ya, harus ngeliat dan ketemu anomali yang udah nyakitin anak laki laki nya dan ke 3 cucu nya ðŸ˜­ðŸ™ðŸ»",1
"ini kalo tidak salah yang mohon mohon buat ketemu trio NA ibunya jule, soalnya bapa nya udah tidak mau tau, jule cuma di rayu sama ibu sambung daehoon, daehoon tidak mau ketemu sama jule soalnya sakit, terus perjanjian nya adalah sidang tanggal 2 nanti jule harus hadir kalo mau ketemu anak anak nya.",1
Pake bekas barangnya sijule awas ketularan kayak sijule buðŸ˜…,0
"Seenggaknya daehoon tidak biarin anaknya benar-benar cuma di temenin jule, tapi ada ayahnya daehoon sama ibu sambungnyaâ€¦ menurutku itu udah hukuman jugasih buat jule karena tidak 100% dipercaya daehoon berarti untuk main sm anak-anaknya padahal dia ibunya",1
"daripada gua dituduh tuduh tidak pake hijab,ya akhirnya gua tidak pake hijab beneran dong,daripada dituduh-tuduh terus",1
sumpah mertuanya baik banget masih mau nemuin cucunya sama ibunyaðŸ˜­ðŸ˜­,1
"Mau dia jahatnya seperti mana pun dia tetap ibunya trio Na, yang mengandung, melahirkan mereka .. aku tidak membela jule, cuma mau sampe kiamat pun dia tetap ibunya, mereka tetap butuh sosok ibu di hidup mereka.. Semoga setelah ini trio Na tetap mendapat kasih sayang dan perhatian yg banyak dari jule, walaupun orang tuanya sudah gak bisa bersama lagi ðŸ’” daehoon emang best sih, masih mengesampingkan egonya demi anak-anaknya bisa quality time sama ibunya ðŸ¥º",1
beneran geleng kepala sampai hijab nya pun dilepas... sedih banget,1
aura pembantunya kuat bgtt,0
"mulai banyak yang komen kasian,dia seorang ibu.guyss pake akal sehat no baperanðŸ˜„",1
"Tau aja jule beritanya udah di geser inara, makanya nongol dari persembunyiannya.",1
"brand-brand jangan sampai luluh gegara video ini, biar jadi pelajaran dia",1
"semoga ada hikmah dari semua kejadian kemarin,,semoga jule bisa cepet dapat hidayah lagi",1
alah dulu pas msih jdi istri boro2 ðŸ˜‚,0
kenapa hawanya kayak ngerasa canggung gitu yaa,1
se tipis itu anjir badannya ðŸ˜­ðŸ˜­,0
padahal dulu keliatan high value gitu kan personal branding nya bagus eh sekarang malah down grade,0
ibu-ibu yang nungguin anaknya main di playtopia pasti pada ngegibahin jule ðŸ˜­ðŸ˜‚ðŸ™,1
ga bisa bayangin kalo trio na besar nanti lihat jejak digital ibu merekaðŸ¥º,1
oh itu jule? kirain baby sister barunya trio Na,0
"plis gaes untuk asuh jangan sampe dihujat juga, biar itu jadi memori indah buat anak-anaknnya juga, gimaanpun dia tetep ibu trio na",1
"setidaknya gue berharap dia bisa jadi ibu yang baik, meskipun anak2 itu harus ngerasin perpisaan orang tuanya di umur se kecil itu",1
muka nya jadi mirip sapri dahðŸ˜‚,0
Jule bener bener hilang arah,1
"""Kaka tidur yaa, udah pagi, gaboleh capek2""",1
"""makan nasi padang aja begini badannya""",1
"""yang aku suka dari dia adalah selalu cukur jembut sebelum manggung""",0
"""Hai kak Isyana aku ngefans banget sama kak Isyana.aku paling suka lagu kak Isyana itu lagu tetap didalam jiwa""",1
"""Manusia apa bidadari sih herann deh cantik terus ????""",1
"""@ayu.kinantii isyan skrg berubah ya:( baju nya nakal""",0
"""Gemesnya isyan kayak tango, berlapis lapis ciaaaa""",1
"""Makin jelek aja anaknya, padahal ibu ayahnya cakep2""",0
"""Kok anaknya kayak udah tua gitu ya mukanya kk tasya""",0
"""Muka anak nya ko tua banget yaa.. GK ngegemesin GK ada lucu2nya""",0
"""Muka nya muka kolot wkwk bukan muka bayi2 lucu gt""",0
"""Udah gila sekarang ini orang wkwk, udah jomblo jadi psikolog ga laku, ya jadilah seperti itu""",0
"""Lo sintingnya udah tingkat dewa""",0
"""Sepertinya Lutfi setelah putus dgn salsa seperti orang stress""",0
"""ANAK TOLOL INI MULAI AKTIF YA BUND""",0
"""bisa mati aja ga? gedeg gua liat lu. ANJIM""",0
"""Woy Lutfi asu , sok asik Lo ANJING !""",0
"""Apasih kontol berantem aja lah ayo bngst @lutfiagizal""",0
"""Ibu kamu pelakor plus hamil di luar nikah ya? Pantesan anaknya kyk gini modelannya""",0
"""Anaknya udh pinter, maknya yang kelempengan.. berasa masih baby, tingginya azka aj melebihi mamanya..""",0
"""Anak yg cerdas terbentuk dr pola asuh sekaligus pola didik ortu yg cerdas pula sih pada saranya. Sesimple itu""",1
"""Setengah iri setengah jadi motivasi ini""",1
"""Ancur hidup lu kalau sama dia? Sumpah..""",0
"""serem banget muka lo mel kayak ayam potong merah banget""",0
"""Yaudah jd pengusaha kuliner aja gausah artis, makanannya emang bikin ngiler sih wkwkw""",1
"""Kamu emang cocoknya jadi pengusaha kuliner udah fixs. Semoha lancat terusssss""",1
"""Tak sejelek IMAGE Owner ya..? Artis ups bukan Artis? Hallo secara tidak langsung semua orang itu tau IMAGE lu jelek gentong!""",0
"""Apaan sih gak jelas hidupnya""",0
"""Sebelum aku Unfoll, aku mau bilang NAJISSSS""",0
"""muka lu sensual tapi norak kenapa dah""",0
"""Udah gk jaman ngebully orang hey netizen mending ngaca dari kekurangan sendiri""",1
"""Kalau pas penempatannya, sebenernya kamu imut banget loh mel.""",1
"""Cakep kaga jelek iya HAHAH""",0
"""jari jari kaki kayak jarinya tukang panggul""",0
"""Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia""",0
"""Suka heran sama yg ngehina fisik,, ternyata bener ya kita semua pendosa dengan cara kita sendiri,,""",1
"""Ini diedit biar langsing padahal mah klo live bomber badannya""",0
"""Kakinya gedong sayyy kek kaki jantan? Upp kan dia suka berbaur ama warwerwor.. Mahluk astral.. Yg kakinya gedong""",0
"""Bagusan foto pakai masker drpd gak pakai masker""",1
"""@rosameldianti_ kakak foto sebelum ini. kenapa Memeknya Keliatan Tebal???? Memeknya kakak Lagi Bengkak yah???""",0
